LONGITUDE,LATITUDE,Date,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th
-121.8874142,37.3376749,2016-11-10T16:33:00.000Z,FOURTH ST,SANTA CLARA ST,1,0,1,FOURTH ST & SANTA CLARA ST,30,7200,46,7250,35,0,30.5
-121.8259062,37.32237618,2016-07-30T13:55:00.000Z,KING RD,TULLY RD,0,1,1,KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7
-121.736417,37.20113363,2016-08-27T03:35:00.000Z,BAILEY AV,SANTA TERESA BL,0,1,0,BAILEY AV & SANTA TERESA BL,50,13100,22,6500,55.5,0,48.5
-121.8991624,37.35539566,2016-08-28T14:05:00.000Z,FIFTH ST,HEDDING ST,0,1,0,FIFTH ST & HEDDING ST,25,800,12,5100,34,1,25
-121.9045531,37.31158955,2016-09-05T17:33:00.000Z,GLEN EYRIE AV,GLEN EYRIE WY,0,1,2,287' west of GLEN EYRIE AV & GLEN EYRIE WY,25,2600,8,3500,31,1,25
-121.8821575,37.3421895,2016-09-12T21:04:00.000Z,ST JOHN ST,TENTH ST,0,1,2,ST JOHN ST & TENTH ST,20,3250,41,5500,23,0,18
-121.8304301,37.33394838,2016-09-11T20:03:00.000Z,DARWIN WY,OCALA AV,0,1,1,436' west of DARWIN WY & OCALA AV,25,4050,15,4300,29,0,26
-121.9138693,37.31079261,2016-09-20T06:38:00.000Z,FRUITDALE AV,MERIDIAN AV,0,1,1,FRUITDALE AV & MERIDIAN AV,35,5200,68,12150,37.5,0,33.5
-121.8308566,37.35530335,2016-12-11T04:11:00.000Z,CAPITOL AV,CAPITOL EX,2,0,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3
-121.8890876,37.36017971,2016-12-10T03:06:00.000Z,FIFTEENTH ST,HEDDING ST,1,0,1,51' west of FIFTEENTH ST & HEDDING ST,35,2050,26,14150,41,0,37
-121.8327687,37.36360087,2016-09-11T00:58:00.000Z,ALUM ROCK AV,PLEASANTRIDGE AV,0,1,0,ALUM ROCK AV & PLEASANTRIDGE AV,30,8658,110,23950,34,0,30
-121.830919,37.25877661,2016-09-22T18:39:00.000Z,CHYNOWETH AV,SNELL AV,0,1,0,CHYNOWETH AV & SNELL AV,40,6000,21,9750,43.5,0,39
-121.8746165,37.26357132,2016-09-24T20:34:00.000Z,BRANHAM LN,THOUSAND OAKS DR,0,1,2,BRANHAM LN & THOUSAND OAKS DR,40,5290,19,21000,43,0,40.3
-121.9232927,37.31070177,2016-09-15T23:11:00.000Z,FRUITDALE AV,LEIGH AV,0,1,1,FRUITDALE AV & LEIGH AV,35,5200,68,12150,37.5,0,33.5
-121.9157001,37.31070276,2016-12-10T20:39:00.000Z,FRUITDALE AV,ST ELIZABETH DR,1,0,0,FRUITDALE AV & ST ELIZABETH DR,30,850,7,8250,31,0,28
-121.8469201,37.28922709,2016-12-09T17:19:00.000Z,DAYLIGHT WY,MONTEREY RD,1,1,0,DAYLIGHT WY & MONTEREY RD,30,3900,23,6250,32.5,0,29.5
-121.881557,37.32406234,2016-09-29T16:45:00.000Z,FIRST ST,VIRGINIA ST,0,1,0,FIRST ST & VIRGINIA ST,30,2000,47,17000,33,0,30
-121.8419098,37.27693303,2016-12-25T00:28:00.000Z,CAPITOL EX,SNELL AV,2,1,0,51' east of CAPITOL EX & SNELL AV,40,2350,18,13750,43,0,39
-121.8309213,37.26169248,2016-10-14T06:30:00.000Z,OBERT DR,SNELL AV,0,1,0,90' south of OBERT DR & SNELL AV,40,6000,21,9750,43.5,0,39
-121.8084536,37.32386015,2016-10-17T00:10:00.000Z,CAPITOL EX,QUIMBY RD,0,2,0,CAPITOL EX & QUIMBY RD,35,4082,80,17100,39.5,0,35.5
-121.8889217,37.2756889,2016-10-12T21:20:00.000Z,FOXWORTHY AV,LANSFORD AV,0,1,1,185' east of FOXWORTHY AV & LANSFORD AV,25,4350,8,2200,31,0,26.5
-121.8665969,37.30002578,2016-11-11T11:46:00.000Z,CURTNER AV,LITTLE ORCHARD ST,1,1,1,CURTNER AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36
-121.9697448,37.31593842,2016-10-15T18:17:00.000Z,MOORPARK AV,REBECCA WY,0,1,0,51' west of MOORPARK AV & REBECCA WY,40,7500,32,13550,44.5,0,41.5
-121.8648593,37.34404659,2016-12-12T19:18:00.000Z,SAN ANTONIO ST,TWENTY FOURTH ST,1,0,0,SAN ANTONIO ST & TWENTY FOURTH ST,35,4000,43,11400,37,0,34
-121.9209388,37.39117242,2016-10-21T06:35:00.000Z,JUNCTION AV,TRIMBLE RD,0,1,0,JUNCTION AV & TRIMBLE RD,40,9600,10,8850,40.3,0,37.3
-121.8730755,37.37379548,2016-10-13T17:37:00.000Z,BERRYESSA RD,LUNDY AV,0,1,1,BERRYESSA RD & LUNDY AV,40,12600,56,15950,43.5,0,39.3
-121.9135149,37.28990566,2016-10-19T08:13:00.000Z,GATON DR,MERIDIAN AV,0,1,0,GATON DR & MERIDIAN AV,35,7300,54,24050,39.5,0,37
-121.8954762,37.33384667,2016-10-23T01:34:00.000Z,ALMADEN BL,SANTA CLARA ST,0,1,0,ALMADEN BL & SANTA CLARA ST,30,4300,22,13100,33.5,0,29
-121.9009799,37.32819804,2016-10-27T19:23:00.000Z,MONTGOMERY ST,OTTERSON ST,0,1,0,210' south of MONTGOMERY ST & OTTERSON ST,25,8166,47,8750,29,0,25.7
-121.9039309,37.36972415,2016-10-28T06:20:00.000Z,QUEENS LN,ROGERS AV,0,1,1,QUEENS LN & ROGERS AV,30,1150,1,2800,34,0,30
-121.8817689,37.33008612,2016-10-31T02:04:00.000Z,FOURTH ST,WILLIAM ST,0,1,2,FOURTH ST & WILLIAM ST,25,1500,21,6350,26,0,23
-121.8546559,37.27452407,2016-10-18T09:05:00.000Z,BLUEFIELD DR,CAPITOL EX,0,1,0,BLUEFIELD DR & CAPITOL EX,25,1000,3,3950,31,1,27
-121.9500675,37.30904683,2016-10-20T09:00:00.000Z,WILLIAMS RD,WINCHESTER BL,0,1,1,WILLIAMS RD & WINCHESTER BL,35,12800,45,7300,39.3,0,35.7
-121.815356,37.35872687,2017-01-08T20:35:00.000Z,LANCELOT LN,STORY RD,1,0,1,LANCELOT LN & STORY RD,30,3650,5,4800,33,0,30
-121.9052229,37.36153995,2016-11-04T10:05:00.000Z,FOURTH ST,ROSEMARY ST,0,1,0,FOURTH ST & ROSEMARY ST,25,1865,1,1600,25,0,22
-121.8753283,37.25082169,2016-10-30T00:15:00.000Z,ALMADEN EX,BLOSSOM HILL RD,0,1,0,ALMADEN EX & BLOSSOM HILL RD,40,10000,106,16600,41.3,0,37.7
-121.8755926,37.36271984,2016-11-04T07:01:00.000Z,MABURY RD,TAYLOR ST,0,1,0,MABURY RD & TAYLOR ST,40,6650,32,12400,41.5,0,38
-121.8507928,37.33453678,2016-11-12T00:52:00.000Z,BAYSHORE FR,STORY RD,0,1,1,BAYSHORE FR & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.8753945,37.33310655,2016-11-11T12:06:00.000Z,TENTH ST,WILLIAM ST,0,1,0,110' south of TENTH ST & WILLIAM ST,35,3700,10,11750,39,0,34.5
-121.8308566,37.35530335,2016-11-14T17:17:00.000Z,CAPITOL AV,CAPITOL EX,0,1,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3
-121.801923,37.312421,2016-11-11T20:13:00.000Z,ABORN RD,NIEMAN BL,0,1,0,ABORN RD & NIEMAN BL,40,10990,71,25800,43.7,0,39.3
-121.8290107,37.27245836,2016-11-18T03:47:00.000Z,MONTEREY RD,SKYWAY DR,0,1,0,1000' north of MONTEREY RD & SKYWAY DR,35,1925,9,8700,39,0,34
-121.8845997,37.32212318,2016-11-15T14:40:00.000Z,ALMADEN AV,VIRGINIA ST,0,1,1,ALMADEN AV & VIRGINIA ST,30,5000,50,7900,33.3,0,30
-121.8408764,37.31237634,2016-11-19T13:26:00.000Z,KENOGA DR,TULLY RD,0,1,0,KENOGA DR & TULLY RD,35,8000,75,8050,41,0,37
-121.8753283,37.25082169,2016-11-17T07:24:00.000Z,ALMADEN EX,BLOSSOM HILL RD,0,1,1,ALMADEN EX & BLOSSOM HILL RD,40,10000,106,16600,41.3,0,37.7
-121.8430265,37.37008225,2016-10-30T22:26:00.000Z,CAPITOL AV,MCKEE RD,0,1,0,590' east of CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36
-121.8483835,37.36643634,2016-11-05T07:11:00.000Z,MCKEE RD,SINCLAIR FR,0,1,1,MCKEE RD & SINCLAIR FR,35,8200,197,17650,36.3,0,32.5
-121.9370798,37.33038841,2017-01-18T07:45:00.000Z,BELLEROSE DR,HEDDING ST,1,0,1,51' east of BELLEROSE DR & HEDDING ST,35,4600,23,7000,38.5,0,35
-121.8172496,37.35744238,2016-12-03T17:37:00.000Z,GRIFFITH ST,STORY RD,0,1,1,GRIFFITH ST & STORY RD,30,3650,5,4800,33,0,30
-121.92663,37.31069601,2016-11-11T06:10:00.000Z,FRUITDALE AV,SHERMAN OAKS DR,0,1,1,175' east of FRUITDALE AV & SHERMAN OAKS DR,35,5200,68,12150,37.5,0,33.5
-121.9500184,37.30421721,2016-11-18T18:36:00.000Z,FIRESIDE DR,WINCHESTER BL,0,1,1,FIRESIDE DR & WINCHESTER BL,25,2430,2,1450,28.5,0,24
-121.9052229,37.36153995,2017-02-03T23:33:00.000Z,FOURTH ST,ROSEMARY ST,1,0,1,51' south of FOURTH ST & ROSEMARY ST,25,1865,1,1600,25,0,22
-121.8433174,37.31591186,2016-12-01T19:33:00.000Z,LUCRETIA AV,SUMMERSIDE DR,0,1,0,465' north of LUCRETIA AV & SUMMERSIDE DR,35,8000,75,8050,41,0,37
-121.7902894,37.26630184,2016-12-03T22:40:00.000Z,EMBEDDED WY,HELLYER AV,0,1,0,EMBEDDED WY & HELLYER AV,45,9280,2,3600,48.3,0,43.3
-121.8979036,37.31482266,2016-12-06T19:28:00.000Z,BIRD AV,FISK AV,0,1,0,BIRD AV & FISK AV,35,3600,73,21700,36.5,0,32.5
-121.9279663,37.41224616,2016-12-05T17:29:00.000Z,CISCO WY,TASMAN DR,0,1,1,1240' south of CISCO WY & TASMAN DR,40,2600,11,14500,42,0,36
-121.847667,37.30796347,2017-01-24T03:41:00.000Z,SENTER RD,TULLY RD,1,0,1,191' west of SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.9860441,37.29695712,2016-12-08T05:51:00.000Z,LOS FELICE DR,SARATOGA AV,0,1,0,455' west of LOS FELICE DR & SARATOGA AV,35,9300,20,11050,39,0,35
-121.910818,37.25104188,2016-12-07T19:27:00.000Z,BRANHAM LN,CAMDEN AV,0,1,0,BRANHAM LN & CAMDEN AV,35,4000,67,21000,37.5,0,35
-121.8589123,37.25480531,2016-12-08T00:00:00.000Z,SANTA TERESA BL,WEST VALLEY FR,0,1,2,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5
-121.9059777,37.3148808,2016-12-11T23:35:00.000Z,LINCOLN AV,LONUS ST,0,1,1,LINCOLN AV & LONUS ST,25,1875,4,5300,27,0,25
-121.806948,37.24664965,2017-02-01T04:19:00.000Z,BESWICK DR,PENTZ WY,1,0,1,223' north of BESWICK DR & PENTZ WY,35,2700,11,7150,39,0,35
-121.9788085,37.30488643,2016-12-17T13:07:00.000Z,SARATOGA AV,VENICE DR,0,1,0,SARATOGA AV & VENICE DR,35,9300,20,11050,39,0,35
-121.9370387,37.32335368,2016-12-21T06:58:00.000Z,DI SALVO AV,STEVENS CREEK BL,0,1,0,DI SALVO AV & STEVENS CREEK BL,30,2075,8,6100,34.5,0,31
-121.7753512,37.22855063,2016-12-27T18:24:00.000Z,BERNAL RD,REALM DR,0,1,0,BERNAL RD & REALM DR,45,9000,45,17100,47.5,0,43.3
-121.8390185,37.28169141,2017-01-02T08:52:00.000Z,MONTEREY RD,RANCHO DR,0,1,0,129' north of MONTEREY RD & RANCHO DR,35,9700,139,11850,39.5,0,35.5
-121.7793878,37.27664891,2017-01-03T01:08:00.000Z,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,1631' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.8531229,37.41087045,2016-12-28T17:26:00.000Z,FIFE WY,PIEDMONT RD,0,1,2,FIFE WY & PIEDMONT RD,25,760,1,1050,29,0,26
-121.8943731,37.3489655,2017-01-12T18:40:00.000Z,FIFTH ST,JACKSON ST,0,1,1,270' north of FIFTH ST & JACKSON ST,25,800,12,5100,34,1,25
-121.7737622,37.28411075,2017-01-16T20:29:00.000Z,FARNSWORTH DR,SILVER CREEK VALLEY RD,0,1,0,51' north of FARNSWORTH DR & SILVER CREEK VALLEY RD,35,5200,4,9250,39,0,35.5
-121.9906315,37.29051941,2017-02-23T11:15:00.000Z,CAMPBELL AV,WESTGATE DW,1,0,1,CAMPBELL AV & WESTGATE DW,35,5650,53,16550,40,0,36
-121.8423288,37.31147424,2017-02-21T07:43:00.000Z,GALVESTON AV,TULLY RD,1,0,1,GALVESTON AV & TULLY RD,35,8000,75,8050,41,0,37
-121.9065506,37.30599162,2016-12-29T15:04:00.000Z,CHERRY AV,WILLOW ST,0,1,0,CHERRY AV & WILLOW ST,25,6500,5,1000,27.5,0,24
-121.865562,37.31990434,2017-01-25T18:51:00.000Z,ALMA AV,TENTH ST,0,1,0,566' south of ALMA AV & TENTH ST,30,5000,50,7900,33.3,0,30
-121.8603242,37.27443076,2017-01-21T06:15:00.000Z,CAPITOL EX,NARVAEZ AV,0,1,0,CAPITOL EX & NARVAEZ AV,35,3440,8,7900,39,0,37
-121.8643736,37.40106143,2017-01-23T23:35:00.000Z,HOSTETTER RD,MORRILL AV,0,1,0,HOSTETTER RD & MORRILL AV,35,7300,28,14300,39.5,0,35.5
-121.8075547,37.2519814,2017-01-26T20:18:00.000Z,BLOSSOM HILL RD,POUGHKEEPSIE RD,0,1,0,BLOSSOM HILL RD & POUGHKEEPSIE RD,35,1100,22,14800,37,0,33
-121.8665969,37.30002578,2017-01-28T11:59:00.000Z,CURTNER AV,LITTLE ORCHARD ST,0,1,1,100' west of CURTNER AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36
-121.8764772,37.31913698,2017-01-28T01:54:00.000Z,HUMBOLDT ST,SECOND ST,0,2,0,HUMBOLDT ST & SECOND ST,30,3575,32,4900,34,0,30
-121.9853029,37.28672169,2017-02-12T17:32:00.000Z,CAMPBELL AV,HEATHER GLEN DR,0,1,0,CAMPBELL AV & HEATHER GLEN DR,35,3000,21,15450,39,0,35
-121.8852607,37.33870105,2017-02-12T18:20:00.000Z,SANTA CLARA ST,SIXTH ST,0,1,0,230' north of SANTA CLARA ST & SIXTH ST,30,7300,79,12500,34,0,30.5
-121.9416767,37.43437821,2017-02-10T14:41:00.000Z,LOS ESTEROS RD,ZANKER RD,0,2,0,5280' west of LOS ESTEROS RD & ZANKER RD,45,6650,5,3200,47.5,0,41.5
-121.8968681,37.34460198,2017-03-23T19:40:00.000Z,FIRST ST,HAWTHORNE WY,1,0,1,120' south of FIRST ST & HAWTHORNE WY,25,4200,62,14000,30,0,26.7
-121.8178154,37.29048944,2017-01-31T17:25:00.000Z,TUERS RD,YERBA BUENA RD,0,1,0,TUERS RD & YERBA BUENA RD,25,3615,6,1100,29,0,25.5
-121.9208622,37.27227554,2017-03-21T14:35:00.000Z,COIT DR,LEIGH AV,1,0,2,COIT DR & LEIGH AV,35,5975,46,13150,38.5,0,35
-121.8536175,37.36873999,2017-02-06T17:44:00.000Z,BRUSHGLEN WY,JACKSON AV,0,1,1,BRUSHGLEN WY & JACKSON AV,35,7530,49,15150,38.5,0,35
-121.8659494,37.3083956,2017-03-26T00:23:00.000Z,MONTEREY RD,STAUFFER BL,1,0,1,MONTEREY RD & STAUFFER BL,25,4830,19,7950,29.5,0,26.5
-121.8101586,37.26026895,2017-04-03T20:07:00.000Z,CHYNOWETH AV,MONTEREY RD,1,0,1,200' south of CHYNOWETH AV & MONTEREY RD,30,950,2,4000,37,1,30
-121.9705746,37.3082906,2017-01-17T07:14:00.000Z,OAKMONT PL,WILLIAMS RD,0,1,0,OAKMONT PL & WILLIAMS RD,30,2600,3,1600,31,0,27
-121.8688984,37.31135782,2017-02-03T23:53:00.000Z,MONTEREY RD,PHELAN AV,0,1,1,420' south of MONTEREY RD & PHELAN AV,25,4830,19,7950,29.5,0,26.5
-121.9598016,37.31607292,2017-04-05T03:44:00.000Z,CYPRESS AV,MOORPARK AV,1,0,0,CYPRESS AV & MOORPARK AV,30,2600,3,1600,31,0,27
-121.8501331,37.36526377,2017-02-21T18:31:00.000Z,JACKSON AV,MCKEE RD,0,1,1,105' north of JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35
-121.9263369,37.40363381,2017-02-28T18:28:00.000Z,RESEARCH PL,RIVER OAKS PW,0,1,1,RESEARCH PL & RIVER OAKS PW,35,7600,8,6500,38,0,32.7
-121.847667,37.30796347,2017-03-05T18:38:00.000Z,SENTER RD,TULLY RD,0,1,0,520' south of SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.8794317,37.32312386,2017-02-28T19:19:00.000Z,MARTHA ST,SECOND ST,0,1,0,MARTHA ST & SECOND ST,20,3250,41,5500,23,0,18
-121.8079642,37.31619611,2017-04-10T20:51:00.000Z,CAPITOL EX,NIEMAN BL,1,0,1,104' south of CAPITOL EX & NIEMAN BL,40,3300,42,31850,43,0,39.5
-121.8391195,37.3796997,2017-02-16T17:17:00.000Z,PATT AV,WHITE RD,0,1,1,PATT AV & WHITE RD,35,3400,16,10250,39,0,36
-121.8725462,37.3447419,2017-02-15T13:39:00.000Z,NINETEENTH ST,SANTA CLARA ST,0,1,2,90' west of NINETEENTH ST & SANTA CLARA ST,25,5050,51,5150,28.5,0,25
-121.8915622,37.36347123,2017-02-18T20:13:00.000Z,BAYSHORE FR,OAKLAND RD,0,1,2,108' north of BAYSHORE FR & OAKLAND RD,35,3200,35,24100,36,0,33
-121.8739663,37.31641842,2017-02-14T07:16:00.000Z,ALMA AV,FIRST ST,0,1,0,316' south of ALMA AV & FIRST ST,30,5000,50,7900,33.3,0,30
-121.8590007,37.25663257,2017-04-12T21:30:00.000Z,SANTA TERESA BL,WEST VALLEY FR,1,1,0,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5
-121.9044703,37.32618926,2017-03-31T07:39:00.000Z,MCEVOY ST,PARK AV,1,0,0,MCEVOY ST & PARK AV,35,700,0,5000,36.5,0,35
-121.817452,37.33782414,2017-03-04T22:35:00.000Z,CAPITOL EX,CUNNINGHAM AV,0,1,0,427' north of CAPITOL EX & CUNNINGHAM AV,35,3600,26,20000,38,0,34.5
-121.8852836,37.28627495,2017-02-26T02:45:00.000Z,HUSTED AV,LINCOLN AV,0,1,0,455' south of HUSTED AV & LINCOLN AV,35,5700,23,15100,38,0,34.5
-121.9730372,37.30823607,2017-04-14T10:58:00.000Z,CAMELLIA WY,WILLIAMS RD,1,0,1,CAMELLIA WY & WILLIAMS RD,30,2600,3,1600,31,0,27
-121.981115,37.32313437,2017-03-09T00:55:00.000Z,PALACE DR,STEVENS CREEK BL,0,1,0,PALACE DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.9040138,37.30116977,2017-03-13T18:20:00.000Z,CHERRY AV,MINNESOTA AV,0,1,2,87' north of CHERRY AV & MINNESOTA AV,25,6500,5,1000,27.5,0,24
-121.9228711,37.30143345,2017-03-17T14:39:00.000Z,LEIGH AV,STOKES ST,0,1,0,250' north of LEIGH AV & STOKES ST,35,8250,72,9950,40,0,36
-121.9135202,37.28266465,2017-02-04T09:53:00.000Z,MAYKIRK RD,MERIDIAN AV,0,1,0,475' north of MAYKIRK RD & MERIDIAN AV,35,10250,82,17700,39,0,35.3
-121.804869,37.31196913,2017-03-12T00:36:00.000Z,ABORN RD,BRIGADOON WY,0,1,0,100' east of ABORN RD & BRIGADOON WY,35,14500,300,23900,37.8,0,34
-121.8590535,37.3511407,2017-03-08T08:20:00.000Z,ALUM ROCK AV,THIRTY THIRD ST,0,1,1,ALUM ROCK AV & THIRTY THIRD ST,35,3054,30,29000,41,0,36
-121.9024137,37.30786365,2017-04-27T16:49:00.000Z,CRESCENT DR,WILLOW ST,0,1,0,110' east of CRESCENT DR & WILLOW ST,30,3775,19,11300,32.5,0,29.5
-121.9726887,37.2862273,2017-04-28T18:37:00.000Z,ANTHONY DR,CAMPBELL AV,0,1,0,ANTHONY DR & CAMPBELL AV,35,2300,5,22800,38,0,34
-121.8830911,37.3572265,2017-06-11T18:35:00.000Z,EIGHTEENTH ST,TAYLOR ST,1,0,0,EIGHTEENTH ST & TAYLOR ST,25,4200,62,14000,30,0,26.7
-121.9035447,37.38201521,2017-04-04T09:05:00.000Z,BROKAW RD,NIMITZ FR,0,1,0,110' east of BROKAW RD & NIMITZ FR,30,2170,3,4400,33,0,30
-121.8419098,37.27693303,2017-04-04T01:01:00.000Z,CAPITOL EX,SNELL AV,0,1,0,289' north of CAPITOL EX & SNELL AV,40,2350,18,13750,43,0,39
-121.7793878,37.27664891,2017-04-08T13:25:00.000Z,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,3263' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.8846853,37.30959507,2017-04-07T19:28:00.000Z,ALMA AV,LELONG AV,0,1,0,204' north of ALMA AV & LELONG AV,35,2950,29,13200,37.5,0,34.5
-121.8678646,37.30131024,2017-07-01T02:25:00.000Z,LITTLE ORCHARD ST,PERRYMONT AV,1,0,0,285' north of LITTLE ORCHARD ST & PERRYMONT AV,40,4100,17,9100,39.7,0,36
-121.8401125,37.2750422,2017-04-23T16:03:00.000Z,GOLD RUN WY,SNELL AV,0,1,0,294' south of GOLD RUN WY & SNELL AV,40,2350,18,13750,43,0,39
-121.8839435,37.33300821,2017-04-26T16:03:00.000Z,FOURTH ST,SAN CARLOS ST,0,1,1,FOURTH ST & SAN CARLOS ST,25,1500,21,6350,26,0,23
-121.87946,37.32506956,2017-04-15T09:35:00.000Z,THIRD ST,VIRGINIA ST,0,1,0,THIRD ST & VIRGINIA ST,25,1300,199,7600,31,0,25
-121.8582982,37.30073865,2017-06-19T19:09:00.000Z,MONTEREY RD,TULLY RD,1,0,0,300' south of MONTEREY RD & TULLY RD,40,1400,46,35400,45,0,40
-121.7301009,37.20762421,2017-06-22T22:26:00.000Z,BAILEY RD,MONTEREY RD,1,1,0,BAILEY RD & MONTEREY RD,45,10240,103,39950,47,0,42
-121.8332272,37.29342558,2017-04-03T23:53:00.000Z,CAPITOL EX,SENTER RD,0,1,0,CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8430265,37.37008225,2017-04-08T21:58:00.000Z,CAPITOL AV,MCKEE RD,0,1,1,410' west of CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36
-121.8084536,37.32386015,2017-04-18T14:05:00.000Z,CAPITOL EX,QUIMBY RD,0,1,0,CAPITOL EX & QUIMBY RD,35,4082,80,17100,39.5,0,35.5
-121.8113086,37.33979386,2016-10-15T18:22:00.000Z,CUNNINGHAM AV,CUNNINGHAM CT,0,1,0,CUNNINGHAM AV & CUNNINGHAM CT,35,21367,165,20950,39.5,0,36
-121.8927661,37.33910674,2017-04-19T10:50:00.000Z,FIRST ST,ST JAMES ST,0,1,2,FIRST ST & ST JAMES ST,20,3250,33,4300,21.5,0,19.5
-121.8970565,37.36217487,2017-05-01T20:42:00.000Z,COMMERCIAL ST,TENTH ST,0,1,0,110' south of COMMERCIAL ST & TENTH ST,35,3200,35,24100,36,0,33
-121.8449195,37.30976725,2017-06-20T22:15:00.000Z,LA RAGIONE AV,TULLY RD,1,0,2,LA RAGIONE AV & TULLY RD,35,8000,75,8050,41,0,37
-121.8430265,37.37008225,2017-05-01T08:09:00.000Z,CAPITOL AV,MCKEE RD,0,1,0,300' north of CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36
-121.9434877,37.26347367,2017-05-04T13:59:00.000Z,BASCOM AV,SHELLEY AV,0,1,1,BASCOM AV & SHELLEY AV,40,4051,17,20100,44.5,0,39.5
-121.8961231,37.27361077,2017-05-18T02:00:00.000Z,BOOKSIN AV,FOXWORTHY AV,0,1,0,BOOKSIN AV & FOXWORTHY AV,25,6400,2,2050,29.3,0,28
-121.9080968,37.36898445,2017-05-17T18:11:00.000Z,BAYSHORE FR,OLD BAYSHORE HW,0,1,0,107' south of BAYSHORE FR & OLD BAYSHORE HW,40,2900,11,12650,41,0,37
-121.9753642,37.32316954,2017-05-21T07:00:00.000Z,KIELY BL,STEVENS CREEK BL,0,1,0,KIELY BL & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.8917227,37.36469879,2017-05-04T07:30:00.000Z,COMMERCIAL ST,OAKLAND RD,0,1,0,300' north of COMMERCIAL ST & OAKLAND RD,35,3200,35,24100,36,0,33
-121.8681374,37.39414518,2017-05-02T07:06:00.000Z,CAPITOL AV,OLIVESTONE WY,0,1,1,CAPITOL AV & OLIVESTONE WY,35,7300,28,14300,39.5,0,35.5
-121.8232696,37.28792464,2017-05-08T07:39:00.000Z,HONOLULU DR,SYLVANDALE AV,0,1,1,HONOLULU DR & SYLVANDALE AV,30,1850,17,9025,34,0,31
-121.9109741,37.3165836,2017-07-29T16:33:00.000Z,PARKMOOR AV,RACE ST,1,0,2,PARKMOOR AV & RACE ST,30,2000,12,10250,33,0,29
-121.736417,37.20113363,2017-07-13T21:36:00.000Z,BAILEY AV,SANTA TERESA BL,1,0,0,600' south of BAILEY AV & SANTA TERESA BL,50,13100,22,6500,55.5,0,48.5
-121.8821297,37.40332487,2017-05-24T10:00:00.000Z,CAPITOL AV,CROPLEY AV,0,1,2,CAPITOL AV & CROPLEY AV,35,8700,47,13850,40,0,36
-121.8455398,37.33828009,2017-05-25T20:59:00.000Z,KNOX AV,STORY RD,0,1,1,KNOX AV & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.8536687,37.3967059,2017-05-28T04:15:00.000Z,GEHRIG AV,SIERRA RD,0,1,0,90' east of GEHRIG AV & SIERRA RD,35,2580,6,1100,38,0,32.5
-121.8332272,37.29342558,2017-08-30T06:29:00.000Z,CAPITOL EX,SENTER RD,1,0,1,1580' east of CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.7836897,37.26029487,2017-06-03T19:09:00.000Z,HELLYER AV,SILVER CREEK VALLEY RD,0,1,0,3595' east of HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.9114208,37.32350544,2017-06-06T19:46:00.000Z,RACE ST,SAN CARLOS ST,0,1,0,RACE ST & SAN CARLOS ST,30,4500,14,7700,34,0,30
-121.843508,37.35852024,2017-06-09T14:15:00.000Z,ALUM ROCK AV,JACKSON AV,0,1,2,ALUM ROCK AV & JACKSON AV,35,3054,30,29000,41,0,36
-121.8800521,37.27801049,2017-06-16T13:10:00.000Z,ALMADEN EX,FOXWORTHY AV,0,1,1,50' south of ALMADEN EX & FOXWORTHY AV,30,2400,1,3200,33,0,30
-121.9006064,37.38227766,2017-06-12T09:20:00.000Z,BROKAW RD,RIDDER PARK DR,0,1,0,505' east of BROKAW RD & RIDDER PARK DR,30,2170,3,4400,33,0,30
-121.9434877,37.26347367,2017-10-05T20:24:00.000Z,BASCOM AV,SHELLEY AV,1,0,1,125' north of BASCOM AV & SHELLEY AV,40,4051,17,20100,44.5,0,39.5
