OBJECTID,STREET,ROUTE,START,END_,SPD,DATE,CD,PD,LEN,ACC,VOL,RATE,TYPE,F85th,NEW,LOCAL,MEAN_SPD,BGN_PACE,PRCNT_PACE,Jurisdiction,on_hold,reason_for_on_hold,Comment,F50th,GlobalID,Shape__Length
419,WINFIELD BLVD,,SOUTH END,COLEMAN RD,30,2017-09-28T00:00:00.000Z,10,A,2100,8,3150,5.83,"3, 4, divided",34, ,0,,27,93,CITY,0,,,31,cb83964e-411f-47f7-ad80-a4e59e672fff,2147.1390397665
420,WOODARD RD,,BASCOM AV,UNION AV,30,2017-10-04T00:00:00.000Z,9,T,4385,4,3650,1.21,"2, undivided",33.5,,0,,26,95,CITY,0,,,29.5,854c149d-4d71-4678-b1a7-4b0045021311,4384.79593831348
421,WOODED LAKE DR (L),,LEYLAND PARK DR,ECHO VALLEY DR,25,1993-09-16T00:00:00.000Z,10,A,3575,1,210,6.41,a / 2,32, ,1,25.100000,19,64,CITY,0,,,,1b30e345-b782-4e77-bc4c-7e83a2ca7d50,3596.42481966333
422,WOZ WY (L),,ALMADEN BL,PARK AV,25,1996-06-11T00:00:00.000Z,3,E,2900,17,5100,4.8,c / 4,30, ,1,24.200000,19,64,CITY,0,,,,8c541ddb-dc07-498c-999d-1b6d55c56131,2550.79634542936
423,YERBA BUENA  AV,,100' S/O OF KOLNES CT,SAN FELIPE RD,30,2016-01-27T00:00:00.000Z,8,P,4700,5,2800,1.83,"2, divided/undivided",36.5, ,0,,28,75,CITY,0,,,32,3e09c0b8-b4b8-46ad-b652-5dd27eeb581e,4777.58279916494
424,YERBA BUENA RD,,SILVER CREEK RD,BARONET CT (500' E/O),40,2012-06-11T00:00:00.000Z,8,P,3100,14,21700,1,"4, divided",44,,0,,36,92,CITY,0,,,41,db8f8aff-0f0f-48c7-9faa-587a5b42378d,2988.52093629809
425,YERBA BUENA RD,,KAUAI DR,SILVER CREEK RD,35,2012-02-08T00:00:00.000Z,7,X,7000,46,14850,2.13,"2, 4, divided/undivided",39.5, ,0,,31,81,CITY,0,,,36,038d61b7-115a-457b-8924-8f811e805790,7006.58338468243
426,YERBA BUENA RD,,SAN FELIPE RD,VERONA RD,40,2018-10-22T00:00:00.000Z,8,P,7775,13,10750,0.75,"4, divided",44.3,,0,,35,82,CITY,0,,,40.3,a053c6e8-7ad0-4941-a263-485cfc4ed393,7771.65228809453
427,YERBA BUENA RD (L),,FOWLER RD,VERONA RD,25,2003-01-30T00:00:00.000Z,8,P,2300,2,1200,3.4,c / 2,27.2, ,1,24.700000,19,90,CITY,0,,,,01b88692-b117-478e-9112-415bd0df2967,2383.29452667849
428,YERBA BUENA RD,,SILVER CREEK VALLEY RD,SAN FELIPE RD,45,2016-02-16T00:00:00.000Z,8,P,3740,26,25700,1.3,"4, divided",48,,0,,39,80,CITY,0,,,43.5,a1956722-352a-44a2-8c53-979827edab37,4405.37177382433
429,THIRTEENTH ST,,SANTA CLARA ST,HEDDING ST,30,2011-05-05T00:00:00.000Z,3,,7300,79,12500,4.17,"2, undivided",34,,0,,27,90,CITY,0,,,30.5,ad958909-bc36-400f-a4a2-1ed8c3567be8,7290.40528202979
430,ZANKER RD,,BROKAW RD,SR-237,45,2013-05-13T00:00:00.000Z,4,R,17800,48,12800,1.02,"4, 6, divided",46.5, ,0,,37,72,CITY,0,,,41.5,c12acc51-cb9f-4606-bde4-80a4334be087,17562.1205607524
431,ZANKER RD,,SR-237,LOS ESTEROS RD,45,2012-08-22T00:00:00.000Z,4,R,5420,7,3600,1.73,"2, 4, undivided",46, ,0,,36,76,CITY,0,,,42,d567c41c-c4da-4be0-903e-f7868164e435,5304.47260438326
432,ZANKER RD,,OLD BAYSHORE HW,BROKAW RD,40,2013-06-17T00:00:00.000Z,4,R,2900,11,12650,1.45,"4, divided",41, ,0,,33,81,CITY,0,,,37,cfa7e881-6c28-4db2-9be0-573b13ddc491,4101.52230471529
433,THE ALAMEDA,,STOCKTON AV,NORTH CITY LIMIT,35,2017-04-25T00:00:00.000Z,6,F,11100,71,26300,1.17,"4, divided",37.8, ,0,,30,90,STATE/CITY,0,,,33.8,cc1ee6b1-a691-4fcb-adf9-d1887f304ca9,9869.77572581985
434,ALMADEN EX,,HARRY RD,COLEMAN RD,50,2011-09-13T00:00:00.000Z,10,A,21700,288,20500,0.76,"4-6, divided",51, ,0,,42,80,COUNTY,0,,,,f8c03992-0a4b-4f01-bc3b-7f556bec4ef9,21524.0213102204
435,AUTUMN ST,,PARK AV,SANTA CLARA ST,35,2016-04-12T00:00:00.000Z,6,E,2060,14,4200,7.8,"3, undivided",37, ,0,,28,85,CITY,0,,,33,3143093b-4368-4042-a070-bae88b64be99,2082.07622072915
436,AVENIDA ESPANA,,SANTA TERESA BL,AVENIDA ROTELLA,30,2015-10-07T00:00:00.000Z,2,Y,3000,3,1500,3.21,"2, undivided",32,,0,,25,94,CITY,0,,,29,701e4891-6b7d-48a9-9c15-6d7cd5c91a93,3055.36110668545
437,MONTGOMERY ST,,SAN CARLOS ST,SANTA CLARA ST,35,2018-07-31T00:00:00.000Z,6,E,2700,10,12050,1.48,"2, 5, divided/undivided",32.7, ,0,,24,85,CITY,0,,,29.3,29a82a33-00d7-4ed1-9436-9ab39aae0772,2022.11629553454
438,BLOSSOM HILL RD,,ALMADEN EX,PLAYA DEL REY,40,2016-02-16T00:00:00.000Z,10,A,6500,85,33500,1.88,"6, divided",41.3,,0,,36,93,CITY,0,,,38,5d5439f8-3eb7-4267-b24c-0e31b5f001cb,6530.16985374726
439,BLOSSOM HILL RD,,PLAYA DEL REY,SNELL AV,40,2016-02-15T00:00:00.000Z,10,A,6400,87,34600,1.89,"6, divided",43, ,0,,35,90,CITY,0,,,39,92b01bb5-bbb8-4713-9ddb-1663f2a43095,6448.67870201015
440,BRANHAM LN EAST,,MONTEREY RD,EDENVIEW DR,35,2016-09-09T00:00:00.000Z,2,X,3400,16,8100,2.8,"2-4, divided",36,,0,,28,80,CITY,0,,,,d1aad981-069d-4231-ac2c-cac5e2b0e71c,3327.61519131294
441,CAMDEN AV,,BLOSSOM HILL RD,MONTEGO DR,40,2016-04-25T00:00:00.000Z,10,A,9000,22,23600,0.5,"4, 6, divided/undivided",44.3, ,0,,35,79,CITY,0,,,40.3,1ad18317-c5ee-40e1-92c0-bdf8872a489e,9072.6242711675
442,CANOAS GARDEN AV,,ALMADEN RD,ALMADEN EX,25,2017-04-10T00:00:00.000Z,6,L,1200,1,2600,1.55,"2, undivided",28,,0,,20,95,CITY,0,,,25,2f60602e-1444-47e4-b650-0032b74c558b,1166.70116084806
443,CANOAS GARDEN AV,,CURTNER AV,ALMADEN EX,30,2017-04-10T00:00:00.000Z,6,L,800,8,2250,21.43,"2, undivided",31,*,0,,22,86,CITY,0,,,28,e508dd20-8bd7-45e8-9ae9-f206e277bf3f,1031.37513598455
444,CANOAS GARDEN AV,,SANDS DR,CURTNER AV,35,2016-04-12T00:00:00.000Z,6,L,1550,4,7100,1.75,"2, divided/undivided",36,,0,,27,83,CITY,0,,,33,fc5b272b-e86e-4a7b-a40f-96973f207f90,1563.71275760626
445,CHYNOWETH AV,,750' W/O DUESENBERG DR,SNELL AV,30,2018-07-31T00:00:00.000Z,9,Y,3400,6,3250,2.62,"2, undivided",33.5,,0,,26,80,CITY,0,,,29,4f834d9b-3b7c-4f5b-932a-41282b153416,3500.71543233451
446,CROWN BL,,HAMPTON DR,ALMADEN EX,35,2014-08-22T00:00:00.000Z,10,A,2525,5,6000,1.59,"2, undivided w/ 2-way LT lane",37.5, ,0,,31,94,CITY,0,,,34.5,9fe8fd14-3aab-4765-9524-8933040f9b1f,2503.38444066026
447,EAST HILLS DR,,GUNN CT,MAHONEY AV,25,2016-11-10T00:00:00.000Z,5,W,2080,2,3800,1.22,"2, undivided",29.5, ,0,,22,87,CITY,0,,,26.5,a9939643-609b-45ed-aeef-714c11c68c11,2124.40525802722
448,EL CAJON DR (L),,SEVEN TREES BL,SENTER RD,25,1988-02-10T00:00:00.000Z,7,X,2800,17,2500,11.81,a / 2,37, ,1,31.700000,27,72,CITY,0,,,,7238a1d8-1eed-4bc4-acee-31126cc77a53,2815.93066513198
449,EL RANCHO VERDE DR (L),,McKEE RD,JOSE FIGUERES AV,25,2006-01-25T00:00:00.000Z,5,W,2390,10,4000,5,d / 2,27, ,1,24,19,94,CITY,0,,,,83337d4c-c841-4673-b489-aa4c6c15ec57,2383.72051338462
450,FLEMING AV,,ALUM ROCK AV,STORY RD,35,2005-08-05T00:00:00.000Z,5,P,5544,9,6784,1.15,"2, undivided",40,,0,,31,90,COUNTY,0,,,35.5,bc6d0e24-bb2c-49be-a708-f3ac31b27abe,5677.08082429489
451,GATEWAY PL,,AIRPORT PW,NORTH END,30,2015-11-16T00:00:00.000Z,3,R,1260,2,4500,1.7,"2, divided",30, ,0,,21,94,CITY,0,,,27,3af2738b-0e11-4626-accf-21b74070706a,1270.6229580026
452,GISH RD,,I-880,OAKLAND RD,30,2016-06-21T00:00:00.000Z,4,R,2300,13,10200,2.67,"2, undivided",34, ,0,,27,85,CITY,0,,,30.5,8f26fba0-4115-40aa-b9fc-8e1a4f2687d1,2724.655194259
453,GOLF DR (L),,TOYON  AV,GRIDLEY ST,25,2001-04-19T00:00:00.000Z,5,W,1980,3,1500,4.91,2 l,35, ,1,30,26,71,COUNTY,0,,,,5acb384c-121b-4e56-b290-2ca5efa6211d,1998.47045399707
454,HARWOOD RD,,BLOSSOM HILL RD,LITTLE BRANHAM LN,25,2014-08-22T00:00:00.000Z,2,,5000,6,3100,1.87,"2, undivided",31, ,0,,23,93,CITY,0,,,28.3,a1a9fa93-00e7-4ed7-a95c-845578135c57,5104.6909992139
455,HASSLER PW,,DOVE RD,SILVER CREEK VALLEY RD,35,2015-10-22T00:00:00.000Z,8,P,9000,4,2550,0.84,"2, undivided",39.3, ,0,,32,87,CITY,0,,,35.3,760eece5-8c82-4ccc-a59d-38d41d19f6fd,9238.48838401135
456,HELLYER AV,,SILICON VALLEY BL,FONTANOSO WY,45,2016-02-16T00:00:00.000Z,2,X,7000,13,4700,1.91,"4, divided",48.5,,0,,39,79,CITY,0,,,43.5,ba4ba462-c578-4def-9502-066a81465568,5371.07162565532
457,LITTLE BRANHAM LN,,CAMDEN AVE,LEIGH AVE,25,2000-03-01T00:00:00.000Z,9,,,,,,,0, ,0,0,0,0,CITY,0,,,,17c15834-1fbd-4beb-964c-11567323578e,3839.20666539488
458,MARGARET WY (L),,FIFTH ST,SEVENTH ST,25,1999-05-03T00:00:00.000Z,3,K,800,12,5100,14.3,a / 2,34, ,1,30,26,83,CITY,0,,,,b1815789-a0b9-4302-b28f-dffccf7a6586,762.845007793669
459,McKEAN RD,,HARRY RD,CALERO CK,40,2009-06-29T00:00:00.000Z,10,A,,14,3000,1.42,"2, undivided",47, ,0,,39,83,COUNTY,0,,,44,5cdfa724-7d14-4c1f-a12b-331b5349138e,10542.3185568952
460,METRO DR,,TECHNOLOGY DR,FIRST ST,30,2015-01-23T00:00:00.000Z,3,R,1080,1,3800,1.17,"2, divided",33,,0,,26,92,CITY,0,,,29,f6fc2090-d566-4370-8512-d6b0993689c6,1170.45393264743
461,NIEMAN BL,,YERBA BUENA RD,GOLDEN DEW CI (S),40,2014-07-16T00:00:00.000Z,8,P,3920,9,2950,3.75,"2, undivided w/ 2-way LT lane",43.5, ,0,,35,91,CITY,0,,,40.5,f94fe7f1-ac4b-4b75-8ac5-1991ec147267,4101.57781554559
462,MATRIX BL,,AIRPORT PW,FOURTH ST,40,2018-03-12T00:00:00.000Z,3,R,2700,10,9950,1.79,"3, 4, divided",42, ,0,,34,84,CITY,0,,,38,8bf4b360-6c87-4c19-b9d4-d91195375ef6,2612.41122099401
463,PALISADE AVE,,HELLYER AVE,COYOTE RD,25,2016-05-25T00:00:00.000Z,2,X,1870,9,6600,3.52,"2, undivided",31.5, ,0,,24,86,CITY,0,,,28,a9aa3b0e-e086-4bda-8ee9-19d6b3eaace3,1932.22905621417
464,RINGWOOD AV,,McKAY DR,TRADE ZONE BL,40,2014-12-10T00:00:00.000Z,4,R,6152,11,6150,1.4,"2, undivided w/ 2-way LT lane",41.5, ,0,,33,86,CITY,0,,,37.5,e2ba3541-ef0b-4122-95ca-2f6ca81b86b8,6177.53306325272
465,SAN CARLOS ST,,BIRD AV,WOZ WY,35,2016-02-15T00:00:00.000Z,3,E,2180,18,6250,6.72,"4, divided",39, ,0,,30,78,CITY,0,,,35,dd5c9328-3466-4044-9a0f-f4f6eb23b86e,2197.0424927793
466,SAN CARLOS ST,,WOZ WY,MARKET ST,25,2017-02-07T00:00:00.000Z,3,E,1975,20,12100,4.04,"4, divided",30.5, ,0,,23,85,CITY,0,,,27,744db3c4-dd67-41e9-8ca4-d0a8364a99fe,1988.44639365917
467,SKYWAY DR,,SNELL AV,MONTEREY RD,35,2014-07-16T00:00:00.000Z,10,X,1925,9,8700,2.59,"4, undivided",39,,0,,29,79,CITY,0,,,34,82a3dd19-bdbd-4cc1-ab08-b1929d23ee04,1953.95317213797
468,STONE AV,,CURTNER AV,BARNARD  AV,25,2016-05-12T00:00:00.000Z,7,L,3520,9,3550,3.47,"2, undivided",30, ,0,,22,81,CITY,0,,,26,eba5712e-aa49-4e14-9a35-b5e0c5ee96cd,3531.1908215589
469,STORY RD,,US-101,CAPITOL EX,35,2016-04-25T00:00:00.000Z,5,CM,8200,196,28850,3.99,"6, divided",40.5,,0,,31,73,CITY,0,,,36.5,688bd6d0-f14a-4f1d-94a1-60bf55f43de6,9364.44734771924
470,STORY ROAD,,CAPITOL EX,CLAYTON RD,35,2016-02-16T00:00:00.000Z,5,CM,5400,117,21700,4.81,"2 - 6, divided",37,,0,,30,85,CITY,0,,,34,e99f9de0-ac74-40ef-9d72-304088a0ec4c,5655.62938510986
471,STORY RD,,SENTER RD,US-101,40,2014-09-22T00:00:00.000Z,5,L,6200,182,34000,4.16,"6, divided",42, ,0,,34,90,CITY,0,,,37.5,1ce59977-79f9-47c3-a09f-6b90e872b8ef,5158.63860011112
472,TASMAN DR,,WEST CITY LIMIT,FIRST ST,35,2014-09-22T00:00:00.000Z,4,,5000,15,13600,1.06,"4, divided",39.5, ,0,,31,88,CITY,0,,,36,ee7e2345-603d-47f0-9df1-e12b4dc3abde,5191.45630031041
473,TASMAN DR,,ZANKER RD,N FIRST ST,40,2016-02-15T00:00:00.000Z,4,R,2600,11,14500,1.44,"4, divided",42, ,0,,31,78,CITY,0,,,36,7195f343-9430-408e-bc6b-e57c9e1068d2,2544.99795324802
474,TECHNOLOGY DR,,SKYPORT DR,AIRPORT PW,35,2014-08-28T00:00:00.000Z,3,R,2200,8,10400,1.69,"2, undivided w/ 2-way LT lane",38, ,0,,29,84,CITY,0,,,33,c0777bb2-25d6-4a0b-8572-c000705478f6,2254.99407816584
475,VIA VALIENTE,,ALMADEN EX,CAMDEN AV,35,2014-08-29T00:00:00.000Z,10,A,2800,8,3850,3.58,"2, undivided w/ 2-way LT lane",39, ,0,,30,85,CITY,0,,,35,9524aec8-93b6-4c5b-8042-3ceced6ae5f0,2937.71786965113
476,VISTA VERDE DR (L),,FLINT AV,TULLY RD,25,2002-01-22T00:00:00.000Z,8,P,2900,5,2200,3.88,a / 2,32,,1,27.400000,24,80,CITY,0,,,,9a318575-6eba-449f-a791-b8a1071f364c,2968.61792668515
477,ALMADEN EX,,BRANHAM LN,SR-87,50,2011-09-13T00:00:00.000Z,6,,16000,288,35000,0.76,"6, divided",53,,0,,45,85,COUNTY,0,,,50,50f4181f-557a-4ef4-b87a-3272017c6f82,15502.3456397651
478,ALMADEN EX,,COLEMAN RD,BRANHAM LN,45,2011-09-13T00:00:00.000Z,9,,6900,288,64000,0.76,"6-8, divided",52,,0,,43,75,COUNTY,0,,,48,2c931722-523a-4d0d-883e-9269c1bf92a4,7453.69251557471
479,BAILEY AV,,SANTA TERESA BL (7200' W/O),US 101,50,2011-06-16T00:00:00.000Z,2,Y,13100,22,6500,1.25,"2-4, divided/undivided",55.5, ,0,,44,64,CITY,0,,,48.5,ec84ea2e-8192-4208-a901-d108a05d00b3,12287.7128712935
480,TENTH ST,,HUMBOLDT ST,PHELAN AV,35,2011-06-15T00:00:00.000Z,3,,3000,28,11000,4.09,"4, undivided",42,,0,,34,84,CITY,0,,,37,100b6238-6abc-4476-ad34-337483f60e60,3014.31725063117
481,TAYLOR ST,,THE ALAMEDA,COLEMAN AV,35,2016-05-12T00:00:00.000Z,6,F,3100,28,10300,4.23,"4, divided/undivided",38,,0,,29,80,CITY,0,,,34,ce15df1a-7848-4e0b-8404-316f21c4e725,3086.69055033109
482,TAYLOR ST,,COLEMAN AV,SR-87,35,2016-02-25T00:00:00.000Z,3,F,2500,29,14000,4,"4, divided/undivided",40, ,0,,32,84,CITY,0,,,36.5,fd905de6-6f0e-4b27-97d6-8c4030544357,2588.54185472845
483,TASMAN DR,,ZANKER RD,EAST CITY LIMIT,45,2011-06-15T00:00:00.000Z,4,,4200,17,21000,0.93,"6, divided",49,,0,,38,82,CITY,0,,,44,3689c6f7-bd80-4637-b6d9-484602651cc5,4307.64652008786
484,SANTA TERESA BL,,BLOSSOM HILL RD,SR-85,40,2011-05-04T00:00:00.000Z,10,,2160,60,46750,2.87,"6, divided",41,,0,,33,83,CITY,0,,,37,64343ebc-2b74-4c97-899d-13e8069236bb,1618.0771642104
485,RUBY AV,,DELTA RD,ABORN RD,25,2012-06-19T00:00:00.000Z,8,P,3700,7,9850,0.93,"2, divided/undivided",31.5,,0,,24,90,CITY,0,,,28.5,424da1d3-2227-4378-ae81-0993e5afed9f,4282.21514824922
486,O'TOOLE AV,,I-880,MONTAGUE EX,40,2011-06-15T00:00:00.000Z,4,,5400,10,10500,0.85,"2, undivided",43,,0,,34,80,CITY,0,,,38,564d9a09-d037-4225-b893-ae52847ee70e,6508.79610513933
487,McKEAN RD,,CASA LOMA RD,CALERO DAM,45,2012-06-19T00:00:00.000Z,10,,19000,13,2600,1.27,"2, undivided",50,,0,,41,76,CITY,0,,,45,f209342f-0186-475e-9d1d-95be3941db71,18858.6010750745
488,McKEAN RD,,CALERO CK,CALERO DAM,45,2009-06-29T00:00:00.000Z,10,A,,14,3000,1.42,"2, undivided",52, ,0,,43,74,COUNTY,0,,,48,d8091427-795a-4689-8b68-32b6b8d6ec5a,5173.35045923127
489,HAMILTON AV,,LEIGH AV,MERIDIAN AV,35,2012-05-03T00:00:00.000Z,6,,2650,23,25350,1.65,"4, undivided",41,,0,,32,86,CITY,0,,,37,07a83077-9281-43c1-ae4b-6817f312b2a0,2653.09232597834
490,DANA AV (SCHOOL ZONE),,NAGLEE AV,HESTER AV,15,2010-08-12T00:00:00.000Z,6,,2100,11,3200,7.89,,0,,0,0,0,0,CITY,0,,15 mph when children are present,0,04d24b9e-c7a2-44c7-8c65-7a5f0187293b,2090.9474279982
491,NEWHALL ST,,WINCHESTER BL,SUNNY VISTA DR,35,2013-10-21T00:00:00.000Z,6,F,3000,11,9980,1.77,"4, undivided",38.5, ,0,,30,84,CITY,0,,,35,22b7f792-af19-44a6-b1bd-9545f6bb8ec6,3095.613552649
492,CLAYTON RD,,STORY RD,E CITY LIMIT,35,2014-04-14T00:00:00.000Z,5,M,7150,15,5100,1.98,"2, undivided",38.5, ,0,,30,80,CITY,0,,,34,47e9378e-513d-4b86-ba34-cca16b33a1bb,7315.23210110183
493,ABORN RD,,KING RD,EAST CITY LIMITS,40,2017-01-24T00:00:00.000Z,8,,15670,100,25600,1.2,"4, 6, divided",44.3,,0,,36,73,CITY,0,,,39,de4d681f-1a6a-4e99-a2d1-3e6f773574c2,15672.4893466677
494,SECOND ST,,HUMBOLDT ST,REED ST,30,2016-05-24T00:00:00.000Z,3,,3575,32,4900,8.81,"2, undivided",34,,0,,26,78,CITY,0,,,30,9502a4c5-29e3-4495-bbff-4c04be301f55,3580.96468517408
495,THORNTON WY (L),,MOORPARK AV,1950' S/O MOORPARK AV,30,1990-08-01T00:00:00.000Z,6,S,,,,0,,,,1,,,,COUNTY,0,,,,4aac1224-0936-4a80-acb4-758d902dc46e,1921.49172217085
496,SAN SALVADOR ST,,MARKET ST,SIXTEENTH ST,20,2015-10-14T00:00:00.000Z,3,,5500,55,8000,6.03,"2, undivided",25.5,,0,,18,84,CITY,0,,,23,676c41e7-18e3-4ab9-9582-3f91355f993b,5464.778046028
497,ST JOHN ST,,ALMADEN BL,SEVENTEENTH ST,20,2015-10-26T00:00:00.000Z,3,,6890,39,3000,9.1,"2, undivided",25.5,,0,,18,92,CITY,0,,,22,34a88b05-8d43-42fe-bee8-f64e5c634f04,7150.26935922392
498,PINE AV,,COTTLE AV,LINCOLN AV,25,2005-11-22T00:00:00.000Z,6,ST,1900,18,8000,5.71,c/2,31,,0,28,25,93,CITY,0,,,,dd8ad5ab-ea75-4ea6-82ce-9f4386e53b64,1892.42958563764
499,FIRST ST,,REED ST,SAN SALVADOR ST,25,2016-06-22T00:00:00.000Z,3,E,1350,11,3100,12.67,"1, 3, undivided",28, ,0,,20,88,CITY,0,,,24,d0d3aed3-b09a-4484-be2d-c160dbd98dbe,1244.32769739699
500,FIRST ST,,TAYLOR ST,BURTON AV,30,2016-06-22T00:00:00.000Z,3,V,3400,27,21400,1.79,"2, 4, divided",33, ,0,,24,82,CITY,0,,,30,5881904f-203b-4d2e-9db4-b74852452221,3409.88926121357
501,SECOND ST,,ST JOHN ST,JACKSON ST,25,2016-05-31T00:00:00.000Z,3,EV,3940,10,2600,4.71,"2, divided/undivided",31, ,0,,23,81,CITY,0,,,27,13643397-120a-4745-a1da-793159d221be,3934.38581883962
502,SECOND ST,,REED ST,SAN SALVADOR ST,25,2016-05-24T00:00:00.000Z,3,,1250,20,4900,15.75,"2, undivided",29,,0,,22,89,CITY,0,,,26,35343a37-1aa3-45d3-bbbe-c0a659b31f2e,1241.81593591505
503,PLUMMER AV,,MAXINE DR,MINARDI AV,15,2016-06-24T00:00:00.000Z,6,,600,0,1550,,"2, undivided",,,0,,,,CITY,0,,,,2891202c-6f8c-4064-9784-5df7dddc1320,597.973548180415
504,MONTEREY RD,,OLD TULLY RD,TULLY RD,40,2017-03-08T00:00:00.000Z,7,L,1400,46,35400,4.48,"6, divided",45, ,0,,36,76,CITY,0,,,40,57b8e9eb-d26e-48d3-9eb5-34c7ea7bab76,1339.06939774811
505,MONTEREY RD,,BAILEY AV,BLOSSOM HILL RD,55,2016-09-09T00:00:00.000Z,2,Y,28000,79,15150,0.31,"4, divided",57.8, ,0,,47,64,CITY,0,,,51.3,d0ffe3f4-c48e-40dd-940b-c3a9d2ecc3cb,28331.0817621429
506,AUZERAIS AV,,RACE ST,WOZ WY,25,2017-04-25T00:00:00.000Z,6,,5950,34,5250,5.25,"2, 3, undivided/divided",28.5,,0,,21,94,CITY,0,,,24.5,3bc1e97c-a26b-4799-933b-fe82b50eec04,5938.13130462479
507,THIRTEENTH ST,,REED ST,SANTA CLARA ST,25,2017-04-25T00:00:00.000Z,3,,3855,5,1400,4.47,"2, undivided",28,,0,,20,91,CITY,0,,,24,192e1079-9b33-4ab0-87f8-28286a6eaeb8,3846.9409785311
508,SANTA CLARA ST,,STOCKTON AV,SR 87,30,2017-06-28T00:00:00.000Z,3,K,2250,25,16950,3.16,"4, divided",34, ,0,,26,82,CITY,0,,,30,9b91be6a-60f0-4301-8888-2cf1eaed1643,2082.58174839056
509,FLEMING AV,,IMPRESARIO WY,STORY RD,25,2017-06-29T00:00:00.000Z,5,W,750,0,2250,0,"2, divided",29, ,0,,19,74,CITY,0,,,25,02a12a23-d943-4791-a57c-c2f45b2a13ea,754.341065791122
510,COTTLE AV (SCHOOL ZONE),,CURTNER AV,DRY DREEK RD,15,2017-06-29T00:00:00.000Z,6,,2200,4,3500,2.5,"2, undivided",,,0,,,,CITY,0,,,,93a0aba0-ff2b-416b-9e78-3c4736de2b8e,2221.57564954968
511,CROPLEY AV,,PIEDMONT RD,OLD PIEDMONT RD,25,2017-06-23T00:00:00.000Z,4,W,760,1,1050,6.04,"2, undivided/divided",29,,0,,21,87,CITY,0,,,26,20605c68-70c6-45e1-904f-406a7f2bf22d,761.059227204613
512,BARNARD AV,,LITTLE ORCHARD ST,MONTEREY RD,25,2017-09-01T00:00:00.000Z,7,,2010,2,1550,3.1,"2, undivided",28.5,,0,,19,79,CITY,0,,,23.5,fa2a6f8d-662b-4698-8ad4-da48dcd58587,2041.30164979956
513,BATTLE DANCE DR,,ROEDER RD,SNOW DR,25,2017-07-13T00:00:00.000Z,2,,1065,1,1250,3.62,"2, undivided",27,,0,,19,86,CITY,0,,,23,6294bb69-deaa-458c-9061-b5b8f2131bc0,1073.17314715407
514,BOOKSIN AV,,FOXWORTHY AV,DRY CREEK RD,25,2017-08-08T00:00:00.000Z,6,,6400,2,2050,0.74,"2, undivided",29.3,,0,,24,95,CITY,0,,,28,ab625666-3dd2-42d7-b447-d3f1abfe22f7,6392.19668235508
515,BOSE LN,,HAMPTON DR,CAMDEN AV,25,2017-07-13T00:00:00.000Z,10,,2380,0,1300,0,"2, undivided",29.5,,0,,21,95,CITY,0,,,25.5,7c65fc83-bb5c-4c54-aaaf-6eba7f0d0421,2374.34115481971
516,BRYAN AV,,JACOB AV,ALMADEN EX,25,2017-09-14T00:00:00.000Z,9,,4375,1,2050,0.54,"2, undivided",29.7,,0,,22,88,CITY,0,,,27,41ef33b2-9c8b-4c55-9728-573f0c92fce1,4232.48031067966
517,BURTON ST,,FIRST ST,FOURTH ST,25,2017-08-08T00:00:00.000Z,3,,1070,0,1700,0,"2, undivided",26,,0,,18,92,CITY,0,,,22,c4e2238b-4866-4ab2-b13b-758434b54d69,1070.43568369265
518,CAMINO VERDE DR,,CURIE DR,SANTA TERESA BL,25,2017-08-17T00:00:00.000Z,2,,3550,10,2900,4.68,"2, undivided/divided",30,,0,,23,95,CITY,0,,,27.5,6a21659b-ff1f-4223-b409-6f6b124629d1,3541.39103531711
519,CAMPBELL AV,,NEWHALL ST,NORTH CITY LIMIT,25,2017-07-18T00:00:00.000Z,6,,1390,0,1000,0,"2, undivided",28,,0,,18,79,CITY,0,,,23,e41da44b-bff9-4e57-9bae-e793ebac71ff,2326.20258860814
520,CHERRY AV,,ROBSHEAL DR,GLEN EYRIE AV,25,2017-04-27T00:00:00.000Z,6,T,6500,5,1000,3.71,"2, undivided",27.5,,0,,19,80,CITY,0,,,24,ce98baca-dcb8-496f-b024-27e19816a337,6475.80055817718
521,COTTLE AV,,KOCH LN,PINE AV,25,2017-07-13T00:00:00.000Z,6,,6400,1,1850,0.41,"2, undivided",29.8,,0,,22,91,CITY,0,,,26.8,2916f66e-0ac1-481b-8247-1ace80cfcb4b,6391.22956726632
522,DELMAS AV,,WILLOW ST,VIRGINIA ST,25,2017-10-04T00:00:00.000Z,6,,2700,4,1200,5.95,"2, undivided",27.5,,0,,19,83,CITY,0,,,24,9928c27f-58c3-4c6a-bd64-eae20de04189,2734.84107107697
523,DENT AV,,KOOSER RD,REBEL WY,25,2017-05-30T00:00:00.000Z,9,,2390,3,1200,5.04,"2, undivided",29.5,,0,,21,91,CITY,0,,,25.5,edd9c276-e23d-4730-b944-87b7f39894ea,2381.97398926641
524,DENTWOOD DR,,DENT AV,MERIDIAN AV,25,2017-07-13T00:00:00.000Z,9,,855,1,2550,2.21,"2, undivided",29,,0,,20,85,CITY,0,,,25,2a264d12-b705-4446-a308-64136b879466,851.179739173391
525,DRY CREEK RD (SCHOOL ZONE),,CHERRY AV,COTTLE AV,15,2017-06-28T00:00:00.000Z,6,,1350,2,2100,3.4,"2, undivided",,,0,,,,CITY,0,,,,866a8138-82a5-4074-89db-c8689d0e5823,1324.54674383793
